"","Gene Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Direction","Checked","Protein FDR Confidence: Combined","Master","Accession","Description","Exp. q_value: Combined","Sum PEP Score","Coverage [%]","No Peptides","No Isoforms","No PSMs","No Unique Peptides","No AAs","MW [kDa]","calc. pI","Score Sequest HT: Sequest HT","No Peptides (by Search Engine): Sequest HT","Biological Process","Cellular Component","Molecular Function","Pfam IDs","Entrez Gene ID","Gene ID","Ensembl Gene ID","Reactome Pathways","WikiPathways","No Protein Pathway Groups","No Razor Peptides","Abundances (Grouped): 2G11_Control_DMSO_1","Abundances (Grouped): 2G11_Control_DMSO_2","Abundances (Grouped): 2G11_Control_DMSO_3","Abundances (Grouped): SI8_AD_Abeta42_1","Abundances (Grouped): SI8_AD_Abeta42_2","Abundances (Grouped): SI8_AD_Abeta42_3","Abundances (Grouped): SI8_AD_Abeta42_Losma_1","Abundances (Grouped): SI8_AD_Abeta42_Losma_2","Abundances (Grouped): SI8_AD_Abeta42_Losma_3","Found in Sample: [S1] F1: 126, Sample, 2G11_Control_DMSO_1","Found in Sample: [S2] F1: 127N, Sample, 2G11_Control_DMSO_2","Found in Sample: [S3] F1: 127C, Sample, 2G11_Control_DMSO_3","Found in Sample: [S10] F1: 131, Sample, 2G11_Losma","Found in Sample: [S4] F1: 128N, Sample, SI8_AD_Abeta42_1","Found in Sample: [S5] F1: 128C, Sample, SI8_AD_Abeta42_2","Found in Sample: [S6] F1: 129N, Sample, SI8_AD_Abeta42_3","Found in Sample: [S7] F1: 129C, Sample, SI8_AD_Abeta42_Losma_1","Found in Sample: [S8] F1: 130N, Sample, SI8_AD_Abeta42_Losma_2","Found in Sample: [S9] F1: 130C, Sample, SI8_AD_Abeta42_Losma_3","No Protein Groups","Modifications","missing","ENSEMBL"
"1386","MORC2",-0.0515252556827166,6.57235201539297,-0.474295509531472,0.64590409332634,0.760545079587725,-6.8859443544224,"NONE",FALSE,"High","Master Protein","Q9Y6X9","ATPase MORC2 [OS=Homo sapiens]",0,30.824,2,2,2,5,2,1032,117.8,8.38,17.3,2,"cell organization and biogenesis;other metabolic processes;stress response;other biological processes","cytosol;nucleus;other cell component","other molecular function","Pf07496, Pf13589, Pf17942","22880","B2RNB1; hsa:22880; Q9UF28; Q9Y6V2; Q9Y6X9","ENSG00000133422","Fatty acyl-CoA biosynthesis",NA,1,0,120.6,111.9,107.5,80.1,72.9,108.2,84.6,94.6,90.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S615(100); S743(100)]",0,"ENSG00000133422"
"1387","PAK4",-0.057349850258384,6.61636432415252,-0.473323280319959,0.646572737358222,0.760783494858413,-6.88643732566429,"NONE",FALSE,"High","Master Protein","O96013","Serine/threonine-protein kinase PAK 4 [OS=Homo sapiens]",0,10.771,4,1,1,1,1,591,64,9.73,3.98,1,"cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;developmental processes;signal transduction;other biological processes","cytosol;ER/Golgi;other cell component","kinase activity;other molecular function","Pf00069, Pf00786","10298","B4DGG6; hsa:10298; O96013; Q8N4E1; Q8NCH5; Q8NDE3; Q9BU33; Q9ULS8","ENSG00000130669","RHOG GTPase cycle; RAC2 GTPase cycle; CDC42 GTPase cycle; RAC1 GTPase cycle; RHOQ GTPase cycle; RAC3 GTPase cycle; RHOJ GTPase cycle; RHOV GTPase cycle; RHOU GTPase cycle; Activation of RAC1; RHOH GTPase cycle","Integrin-mediated cell adhesion; Focal adhesion; MET in type 1 papillary renal cell carcinoma; Ras signaling; Pancreatic adenocarcinoma pathway; Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms; Hippo-Merlin signaling dysregulation; Neural crest cell migration during development; Neural crest cell migration in cancer; 22q11.2 copy number variation syndrome; Pleural mesothelioma; Regulation of actin cytoskeleton; TROP2 regulatory signaling; ErbB signaling pathway",25,0,95.4,104.1,108,93.7,115.1,87.9,103.3,87.4,99.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S181(100)]",0,"ENSG00000130669"
"1388","CCDC167",-0.0431725243052599,6.55864260151311,-0.472532656375387,0.647116728473582,0.760875000625999,-6.88683750204263,"NONE",FALSE,"High","Master Protein","Q9P0B6","Coiled-coil domain-containing protein 167 [OS=Homo sapiens]",0.004,2.104,7,1,1,2,1,97,11.5,9.5,4.77,1,NA,"other membranes",NA,"Pf15188","154467","hsa:154467; Q5T7F7; Q9BTQ9; Q9P0B6","ENSG00000198937",NA,NA,0,0,113.6,117,124.8,78.2,83.2,89.4,91.9,80.9,89.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S42(100)]",0,"ENSG00000198937"
"1389","RPTOR",-0.0506906674023817,6.67235657573299,-0.471384460732058,0.647907138385004,0.761255903415642,-6.88741752757925,"NONE",FALSE,"High","Master Protein","Q8N122","Regulatory-associated protein of mTOR [OS=Homo sapiens]",0,44.756,3,2,3,6,2,1335,148.9,6.89,26.99,2,"cell organization and biogenesis;stress response;signal transduction;other biological processes","other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component","enzyme regulator activity;other molecular function","Pf00400, Pf02985, Pf14538","57521","B2RN36; C6KEF2; F5H7J5; hsa:57521; Q8N122; Q8N4V9; Q8TB32; Q9P2P3","ENSG00000141564","Amino acids regulate mTORC1; Regulation of PTEN gene transcription; mTORC1-mediated signalling; TP53 Regulates Metabolic Genes; Macroautophagy; Energy dependent regulation of mTOR by LKB1-AMPK; HSF1-dependent transactivation","AMP-activated protein kinase signaling; Target of rapamycin signaling; PI3K-AKT-mTOR signaling pathway and therapeutic opportunities in prostate cancer; Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; Angiopoietin-like protein 8 regulatory pathway; Focal adhesion: PI3K-Akt-mTOR-signaling pathway; Clear cell renal cell carcinoma pathways; PI3K-Akt signaling pathway; Thermogenesis; Synaptic signaling pathways associated with autism spectrum disorder; Fragile X syndrome; Translation inhibitors in chronically activated PDGFRA cells; Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway; Head and neck squamous cell carcinoma; Thyroid hormones production and peripheral downstream signaling effects; IL-18 signaling pathway; CAMKK2 pathway; Autophagy; p53 transcriptional gene network; Pleural mesothelioma; Network map of SARS-CoV-2 signaling pathway; GDNF signaling; DYRK1A involvement regarding cell proliferation in brain development; JAK-STAT signaling in the regulation of beta cells; ADHD and autism (ASD) linked metabolic pathways and SNP; Interferon type I signaling pathways",34,0,89.1,86.8,91.7,113.5,85.2,125.3,102.2,109.3,111.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S859(100); S863(100); S877(100)]",0,"ENSG00000141564"
"1390","NOP58",-0.0519997671778922,6.57729443037894,-0.466694548232098,0.651140428963713,0.763599302655118,-6.88977270638892,"NONE",FALSE,"High","Master Protein","Q9Y2X3","Nucleolar protein 58 [OS=Homo sapiens]",0,71.014,7,4,4,9,4,529,59.5,8.92,37.44,4,"RNA metabolism OR transcription;other metabolic processes;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf01798, Pf08156","51602","hsa:51602; Q53SA4; Q6PK08; Q9P036; Q9UFN3; Q9Y2X3","ENSG00000055044","SUMOylation of RNA binding proteins; Major pathway of rRNA processing in the nucleolus and cytosol; rRNA modification in the nucleus and cytosol",NA,3,0,119.1,111.8,118.2,89.6,63.7,104.6,89.8,93.4,84.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S502(100); S514(100)]",0,"ENSG00000055044"
"1391","RGL1",-0.048904917142977,6.65310110065412,-0.466471274090668,0.651294548460657,0.763599302655118,-6.88988426929642,"NONE",FALSE,"High","Master Protein","Q9NZL6","Ral guanine nucleotide dissociation stimulator-like 1 [OS=Homo sapiens]",0,30.925,8,3,4,8,3,768,86.6,6.09,6.65,3,"signal transduction","plasma membrane;other membranes;cytosol","enzyme regulator activity","Pf00617, Pf00618, Pf00788","23179","hsa:23179; Q5SXQ2; Q5SXQ6; Q9HBY3; Q9HBY4; Q9NZL5; Q9NZL6; Q9UG43; Q9Y2G6","ENSG00000143344","PPARA activates gene expression; RAF/MAP kinase cascade","Ras signaling",3,0,95.3,93.6,85.1,115.2,103.7,100.3,113.4,101.1,99.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S508(99.3); T749(100)]",0,"ENSG00000143344"
"1392","SP3",0.0766275871556719,6.54433179492625,0.466455717209647,0.651305287558777,0.763599302655118,-6.88989204066909,"NONE",FALSE,"High","Master Protein","Q02447","Transcription factor Sp3 [OS=Homo sapiens]",0,15.2,5,1,1,1,1,781,81.9,5.26,5.52,1,"developmental processes;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00096","6670","A0AVL9; B4E2B7; hsa:6670; Q02447; Q69B26; Q69B27; Q8TD56; Q8WWU4; Q9BQR1","ENSG00000172845","SUMOylation of transcription factors","Selenium metabolism and selenoproteins; MECP2 and associated Rett syndrome; Non-genomic actions of 1,25 dihydroxyvitamin D3; Sudden infant death syndrome (SIDS) susceptibility pathways",5,0,125.3,103.9,120.4,86.8,64.7,84.6,110.7,73.4,88.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S73(100)]",0,"ENSG00000172845"
"1393","OSBPL3",0.0436393877486747,6.66175338688699,0.46442176922441,0.652710069734703,0.764199957448697,-6.89090595791675,"NONE",FALSE,"High","Master Protein","Q9H4L5","Oxysterol-binding protein-related protein 3 [OS=Homo sapiens]",0,14.724,2,1,1,2,1,887,101.2,6.87,8.3,1,"other metabolic processes;transport","plasma membrane;other membranes;cytosol;ER/Golgi;nucleus;other cell component","transporter activity;other molecular function","Pf01237, Pf15409","26031","A4D167; A4D168; A4D169; A4D170; A4D171; A4D172; B8ZZ79; B8ZZP0; hsa:26031; O14591; O43357; O43358; Q8N702; Q8N703; Q8N704; Q8NFH0; Q8NFH1; Q8NI12; Q8NI13; Q9BZF4; Q9H4L5; Q9UED6","ENSG00000070882","Synthesis of bile acids and bile salts","Orexin receptor pathway",2,0,91.2,95.6,101.6,107.2,89.7,103,96.3,106,118.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S304(100)]",0,"ENSG00000070882"
"1394","DTD1",0.0400976479931927,6.65967183471602,0.464358008629253,0.652754130320762,0.764199957448697,-6.89093767394887,"NONE",FALSE,"High","Master Protein","Q8TEA8","D-aminoacyl-tRNA deacylase 1 [OS=Homo sapiens]",0,26.912,8,1,4,11,1,209,23.4,8.24,29.7,1,"cell organization and biogenesis;DNA metabolism;RNA metabolism OR transcription;other metabolic processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf02580","92675","A8K5X5; D3DW37; hsa:92675; Q496D1; Q5W184; Q8TEA8; Q8WXU8; Q9BW67; Q9H464; Q9H474","ENSG00000125821",NA,NA,0,0,85,85.7,85.6,105.3,123.2,99.1,111.1,111.2,109.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S196(99.6); S197(100)]",0,"ENSG00000125821"
"1395","REEP2",0.115231234895222,6.67896838532256,0.462765661467457,0.653854949122619,0.76441581414932,-6.89172839527223,"NONE",FALSE,"High","Master Protein","Q9BRK0","Receptor expression-enhancing protein 2 [OS=Homo sapiens]",0,4.15,4,1,1,1,1,252,28.2,9.54,2.11,1,"cell organization and biogenesis;transport;other biological processes","plasma membrane;other membranes;cytoskeleton;ER/Golgi","signal transduction activity or receptor binding;cytoskeletal activity","Pf03134","51308","hsa:51308; Q53EM8; Q9BRK0; Q9NYF2","ENSG00000132563",NA,NA,0,0,94.5,81.7,72.7,98.4,93.3,132.4,138,143.6,81.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S150(100)]",0,"ENSG00000132563"
"1396","PALS2",-0.194050370524647,6.47670261975112,-0.462736247188839,0.653875292005178,0.76441581414932,-6.89174297727304,"NONE",FALSE,"High","Master Protein","Q9NZW5","Protein PALS2 [OS=Homo sapiens]",0,10.297,5,1,1,2,1,540,61.1,6.18,6.68,1,"cell organization and biogenesis","plasma membrane;other membranes;other cell component",NA,"Pf00595, Pf00625, Pf02828, Pf07653","51678","A4D157; hsa:51678; Q9H0E1; Q9NZW5","ENSG00000105926",NA,NA,0,0,104.4,36.3,27.6,139.6,71.5,167.7,107.1,108.3,123.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S106(100)]",0,"ENSG00000105926"
"1397","ZC3H11A",-0.0424148361832115,6.35829015587755,-0.461731912315257,0.654570068251687,0.764680280162314,-6.8922403402359,"NONE",FALSE,"High","Master Protein","O75152","Zinc finger CCCH domain-containing protein 11A [OS=Homo sapiens]",0,24.641,2,1,1,3,1,810,89.1,8.37,11.12,1,"other metabolic processes;transport","nucleus","other molecular function","Pf15663","9877","hsa:9877; O75152; Q6AHY4; Q6AHY9; Q6AW79; Q6AWA1; Q6PJK4; Q86XZ7","ENSG00000058673","Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination",NA,3,0,169.8,146.3,157.7,56.3,45.6,61.2,73,63.4,62.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S108(100)]",0,"ENSG00000058673"
"1398","VPS52",-0.0846489691080592,6.60740202216617,-0.459113081534707,0.65638335244167,0.766250093837487,-6.89353236699625,"NONE",FALSE,"High","Master Protein","Q8N1B4","Vacuolar protein sorting-associated protein 52 homolog [OS=Homo sapiens]",0,14.37,3,1,1,1,1,723,82.2,5.99,4.28,1,"transport;developmental processes;other biological processes","other membranes;cytosol;ER/Golgi;other cytoplasmic organelle;other cell component","other molecular function","Pf04129, Pf20655","6293","A2BF38; B0UZZ4; B4DNI9; hsa:6293; Q53GR4; Q5JPA0; Q5SQW1; Q8IUN6; Q8N1B4; Q9NPT5","ENSG00000206286; ENSG00000223501; ENSG00000224455; ENSG00000225590; ENSG00000228425; ENSG00000236014","Retrograde transport at the Trans-Golgi-Network",NA,1,0,86.3,87.7,73.1,88.5,120.9,123.4,83,125,110.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S355(100)]",0,"ENSG00000223501"
"1399","RPS17",0.113776423405444,6.50056925837285,0.458134664798818,0.65706141573522,0.766298240809361,-6.89401327497482,"NONE",FALSE,"High","Master Protein","P08708","Small ribosomal subunit protein eS17 [OS=Homo sapiens]",0,16.006,33,2,2,2,2,135,15.5,9.85,3.81,2,"protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes","cytosol;translational apparatus;nucleus;other cell component","other molecular function","Pf00833","6218","B2R4U4; hsa:6218; P08708; P0CW22","ENSG00000182774; ENSG00000278229","Regulation of expression of SLITs and ROBOs; L13a-mediated translational silencing of Ceruloplasmin expression; Translation initiation complex formation; Formation of a pool of free 40S subunits; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition; GTP hydrolysis and joining of the 60S ribosomal subunit; Major pathway of rRNA processing in the nucleolus and cytosol; SARS-CoV-2 modulates host translation machinery; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); SRP-dependent cotranslational protein targeting to membrane; Viral mRNA Translation; Response of EIF2AK4 (GCN2) to amino acid deficiency; Peptide chain elongation; Selenocysteine synthesis; Eukaryotic Translation Termination; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); SARS-CoV-1 modulates host translation machinery","Cytoplasmic ribosomal proteins",19,0,137.8,155.9,81.2,60.8,72.4,84.1,93.6,101.2,68.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S113(99.1)]",0,"ENSG00000182774"
"1400","STAT5B",-0.0848115864335846,6.5758223301074,-0.457698652895734,0.657363686968815,0.766298240809361,-6.89422726582866,"NONE",FALSE,"High","Master Protein","P51692","Signal transducer and activator of transcription 5B [OS=Homo sapiens]",0,6.041,2,1,1,1,1,787,89.8,6.05,2.38,1,"cell cycle OR cell proliferation;RNA metabolism OR transcription;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00017, Pf01017, Pf02864, Pf02865, Pf21354","6777","hsa:6777; P51692; Q8WWS8","ENSG00000173757","Interleukin-3, Interleukin-5 and GM-CSF signaling; Interleukin-7 signaling; Signaling by SCF-KIT; Downstream signal transduction; Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants; Growth hormone receptor signaling; Signaling by Leptin; Signaling by CSF3 (G-CSF); Inactivation of CSF3 (G-CSF) signaling; Signaling by cytosolic FGFR1 fusion mutants; Prolactin receptor signaling; Interleukin-20 family signaling; Erythropoietin activates STAT5; Signaling by FLT3 fusion proteins; Interleukin-2 signaling; STAT5 activation downstream of FLT3 ITD mutants; Interleukin-15 signaling; Interleukin-9 signaling; Interleukin-21 signaling; STAT5 Activation","IL-5 signaling pathway; Leptin signaling pathway; Prolactin signaling pathway; IL-7 signaling pathway; IL-9 signaling pathway; Thymic stromal lymphopoietin (TSLP) signaling pathway; AGE/RAGE pathway; Adipogenesis; Oncostatin M signaling pathway; Brain-derived neurotrophic factor (BDNF) signaling pathway; IL-3 signaling pathway; Kit receptor signaling pathway; RAC1/PAK1/p38/MMP2 pathway; Chemokine signaling pathway; IL-4 signaling pathway; PDGFR-beta pathway; White fat cell differentiation; Non-small cell lung cancer; EGF/EGFR signaling pathway; Measles virus infection; Hepatitis B infection; Endochondral ossification; Endochondral ossification with skeletal dysplasias; IL-2 signaling pathway; 3q29 copy number variation syndrome; FOXP3 in COVID-19; Familial partial lipodystrophy; Acute myeloid leukemia; JAK-STAT signaling in the regulation of beta cells; EPO receptor signaling; ErbB signaling pathway",51,0,115.1,107.7,99.3,93.8,78.9,99.3,92.5,117.4,69.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S193(100)]",0,"ENSG00000173757"
"1401","SPICE1",-0.166557834190996,6.6149080723371,-0.456779478573133,0.658001130716191,0.766493822504513,-6.89467774979406,"NONE",FALSE,"High","Master Protein","Q8N0Z3","Spindle and centriole-associated protein 1 [OS=Homo sapiens]",0,9.003,2,1,1,1,1,855,96.2,7.44,3.48,1,"cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes","cytoskeleton;other cell component",NA,"Pf15678","152185","D3DN72; hsa:152185; Q8N0Z3; Q8WUX6","ENSG00000163611",NA,NA,0,0,108.6,40.3,129.8,128.7,78.7,120.7,112.7,97.1,96,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S640(100)]",0,"ENSG00000163611"
"1402","EPN1",0.0418123488681692,6.66374909275634,0.454145361108376,0.659829481831513,0.768075402531405,-6.89596391931177,"NONE",FALSE,"High","Master Protein","Q9Y6I3","Epsin-1 [OS=Homo sapiens]",0,47.334,11,3,5,6,3,576,60.3,4.83,24.64,3,"transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle","other molecular function","Pf01417","29924","hsa:29924; Q86ST3; Q9HA18; Q9Y6I3","ENSG00000063245","Cargo recognition for clathrin-mediated endocytosis; EGFR downregulation","VEGFA-VEGFR2 signaling; EGF/EGFR signaling pathway",5,0,82,75.8,81.2,117,96.1,119.1,112.3,121.7,110.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S435(100); T470(100)]",0,"ENSG00000063245"
"1403","XPR1",-0.0400587892039637,6.65601220685841,-0.45126694509433,0.661830106441694,0.76917850589553,-6.89736122800096,"NONE",FALSE,"High","Master Protein","Q9UBH6","Solute carrier family 53 member 1 [OS=Homo sapiens]",0,9.139,4,3,4,6,3,696,81.5,8.44,14.31,3,"stress response;transport;other biological processes","plasma membrane;other membranes;ER/Golgi;other cell component","transporter activity;other molecular function","Pf03105, Pf03124","9213","hsa:9213; O95719; Q7L8K9; Q8IW20; Q9NT19; Q9UBH6; Q9UFB9","ENSG00000143324",NA,NA,0,0,81.1,79.4,75.2,115.2,111.8,118.4,110.4,122.5,103.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S666(100); S676(100); T690(100)]",0,"ENSG00000143324"
"1404","MPDZ",-0.0476367454029676,6.6661643400435,-0.451171901120366,0.661896214177656,0.76917850589553,-6.8974072213406,"NONE",FALSE,"High","Master Protein","O75970","Multiple PDZ domain protein [OS=Homo sapiens]",0,77.568,6,5,6,13,5,2070,221.5,5.06,39.95,5,"cell organization and biogenesis;other biological processes","plasma membrane;other membranes;other cell component",NA,"Pf00595, Pf09045, Pf16667","8777","A6NLC2; B2RTS3; B7ZMI4; hsa:8777; O43798; O75970; Q4LE30; Q5CZ80; Q5JTX3; Q5JTX6; Q5JTX7; Q5JUC3; Q5JUC4; Q5VZ62; Q8N790","ENSG00000107186",NA,NA,0,0,78.4,86.9,82.8,110.3,93.4,131.3,107.7,111.9,110.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S230(100); S354(99.1); S1595(100); S1818(100)]",0,"ENSG00000107186"
"1405","MAP2",0.0334403365111493,6.67670847317402,0.450748059035654,0.662191054401482,0.76917850589553,-6.8976122124926,"NONE",FALSE,"High","Master Protein","P11137-3","Isoform 3 of Microtubule-associated protein 2 [OS=Homo sapiens]",0,717.957,28,33,51,148,1,1823,199,4.91,546.24,33,NA,NA,NA,NA,NA,"P11137-3",NA,NA,NA,0,34,97,98.9,101.3,109.2,95.3,99,105.2,107.6,104.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S136(97.5); T146(96.6); T423(100); S494(100); S650(99.5); S784(100); S817(100); S829(100); S858(100); S909(100); S1001(100); S1151(99.5); S1176(100); T1250(99.6); S1320(100); S1343(100); S1349(100); S1476(99.8); S1536(100); S1551(100); T1588(98.7); T1601(100); T1612(100); T1627(100); T1645(100); S1649(100); S1675(100); S1778(100); S1786(100)]",0,"ENSG00000078018"
