"","Gene Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Direction","Checked","Protein FDR Confidence: Combined","Master","Accession","Description","Exp. q_value: Combined","Sum PEP Score","Coverage [%]","No Peptides","No Isoforms","No PSMs","No Unique Peptides","No AAs","MW [kDa]","calc. pI","Score Sequest HT: Sequest HT","No Peptides (by Search Engine): Sequest HT","Biological Process","Cellular Component","Molecular Function","Pfam IDs","Entrez Gene ID","Gene ID","Ensembl Gene ID","Reactome Pathways","WikiPathways","No Protein Pathway Groups","No Razor Peptides","Abundances (Grouped): 2G11_Control_DMSO_1","Abundances (Grouped): 2G11_Control_DMSO_2","Abundances (Grouped): 2G11_Control_DMSO_3","Abundances (Grouped): SI8_AD_Abeta42_1","Abundances (Grouped): SI8_AD_Abeta42_2","Abundances (Grouped): SI8_AD_Abeta42_3","Abundances (Grouped): SI8_AD_Abeta42_Losma_1","Abundances (Grouped): SI8_AD_Abeta42_Losma_2","Abundances (Grouped): SI8_AD_Abeta42_Losma_3","Found in Sample: [S1] F1: 126, Sample, 2G11_Control_DMSO_1","Found in Sample: [S2] F1: 127N, Sample, 2G11_Control_DMSO_2","Found in Sample: [S3] F1: 127C, Sample, 2G11_Control_DMSO_3","Found in Sample: [S10] F1: 131, Sample, 2G11_Losma","Found in Sample: [S4] F1: 128N, Sample, SI8_AD_Abeta42_1","Found in Sample: [S5] F1: 128C, Sample, SI8_AD_Abeta42_2","Found in Sample: [S6] F1: 129N, Sample, SI8_AD_Abeta42_3","Found in Sample: [S7] F1: 129C, Sample, SI8_AD_Abeta42_Losma_1","Found in Sample: [S8] F1: 130N, Sample, SI8_AD_Abeta42_Losma_2","Found in Sample: [S9] F1: 130C, Sample, SI8_AD_Abeta42_Losma_3","No Protein Groups","Modifications","missing","ENSEMBL"
"1459","KAZN",0.0789779685227172,6.62513345682813,0.570293454801142,0.581593398968075,0.650555467522891,-7.31149783408843,"NONE",FALSE,"High","Master Protein","Q674X7","Kazrin [OS=Homo sapiens]",0,7.571,4,2,2,2,2,775,86.3,7.03,4.2,2,"other biological processes","plasma membrane;cytosol;cytoskeleton;nucleus;other cell component",NA,"Pf00536, Pf07647","23254","B0QYQ0; B1AJZ1; B1AK78; hsa:23254; Q5TGF1; Q674X4; Q674X6; Q674X7; Q6ZUD1; Q8IYN7; Q8N409; Q9UIL2; Q9UPX4","ENSG00000189337","Formation of the cornified envelope",NA,1,0,109.6,92.9,99.6,102.5,100.2,124.6,76.1,95.6,104.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S769(100)]",0,"ENSG00000189337"
"1460","SLC9A1",-0.158195991398351,6.56487518525374,-0.565477638809938,0.584735702276501,0.653210948237034,-7.31441031725281,"NONE",FALSE,"High","Master Protein","P19634","Sodium/hydrogen exchanger 1 [OS=Homo sapiens]",0,22.935,3,2,2,2,2,815,90.7,7.21,7.33,2,"cell organization and biogenesis;stress response;transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;mitochondrion;nucleus;other cell component","transporter activity;other molecular function","Pf00999, Pf16644","6548","B1ALD6; D3DPL4; hsa:6548; P19634; Q96EM2","ENSG00000090020","Hyaluronan uptake and degradation; Sodium/Proton exchangers","Osteoclast signaling; G protein signaling pathways; Gastrin signaling pathway; Opioid receptor pathways; Regulation of actin cytoskeleton",7,0,119.7,89.4,89.8,97.2,103.9,72.1,128.3,64,109.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S785(99.4)]",0,"ENSG00000090020"
"1461","HABP4",0.0530453242408617,6.67876393968666,0.565428382374636,0.584767889322492,0.653210948237034,-7.31443998698745,"NONE",FALSE,"High","Master Protein","Q5JVS0","Intracellular hyaluronan-binding protein 4 [OS=Homo sapiens]",0,43.041,12,2,2,3,2,413,45.8,7.46,14.08,2,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes","non-structural extracellular;other membranes;cytosol;cytoskeleton;nucleus;other cell component","translation activity;nucleic acid binding activity;other molecular function","Pf04774, Pf16174","22927","hsa:22927; O75804; Q5JVS0; Q8WV33; Q9NYJ2","ENSG00000130956","Platelet degranulation",NA,1,0,88.8,94.9,97,106.7,87.2,103.6,121.1,106.9,108.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S7(100); S108(100)]",0,"ENSG00000130956"
"1462","AFDN",-0.042761110421818,6.6588050623044,-0.561748362726114,0.587175336176813,0.655451538057837,-7.31664981642169,"NONE",FALSE,"High","Master Protein","P55196","Afadin [OS=Homo sapiens]",0,62.133,5,8,8,13,8,1824,206.7,6.47,35.8,8,"cell adhesion;cell-cell signaling;cell organization and biogenesis;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cell component","cytoskeletal activity;other molecular function","Pf00498, Pf00595, Pf00788, Pf01843","4301","O75087; O75088; O75089; P55196; Q59FP0; Q5TIG6; Q5TIG7; Q9NSN7; Q9NU92","ENSG00000130396",NA,"VEGFA-VEGFR2 signaling; Ras signaling; 1q21.1 copy number variation syndrome",3,0,93.6,99.9,93.1,98.6,99.1,91.6,107.7,110.4,114.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S216(100); S1083(100); S1182(100); S1275(100); T1330(100); S1774(100); S1799(100)]",0,"ENSG00000130396"
"1463","RIOK2",0.0612819797117297,6.66536797672559,0.559731352135662,0.588497113600461,0.656477983182469,-7.31785528851637,"NONE",FALSE,"High","Master Protein","Q9BVS4","Serine/threonine-protein kinase RIO2 [OS=Homo sapiens]",0,22.192,5,2,2,2,2,552,63.2,5.94,6.51,2,"cell cycle OR cell proliferation;protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes","cytosol;nucleus;other cell component","kinase activity;other molecular function","Pf01163, Pf09202","55781","D6RDI3; hsa:55781; Q9BVS4; Q9NUT0","ENSG00000058729","Major pathway of rRNA processing in the nucleolus and cytosol",NA,1,0,90.7,95.3,106.5,106.5,89.6,117.3,94.8,114.9,98,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S337(99.6); S350(100)]",0,"ENSG00000058729"
"1464","PUM2",0.041971636596573,6.64349907763565,0.553796678032724,0.592395442406984,0.660375247273359,-7.32137859769633,"NONE",FALSE,"High","Master Protein","Q8TB72","Pumilio homolog 2 [OS=Homo sapiens]",0,37.164,5,4,4,7,4,1066,114.1,7.08,23.72,4,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;developmental processes;other biological processes","other membranes;cytosol;nucleus;other cell component","nucleic acid binding activity","Pf00806","23369","B3KSL0; B4E2B6; D6W527; hsa:23369; O00234; Q53TV7; Q8TB72; Q8WY43; Q9HAN2","ENSG00000055917","Neddylation","Male infertility",2,0,93.7,96.3,96.7,97.1,109.2,102.8,100.6,99,108.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S82(100); S136(100); S182(100); S587(100)]",0,"ENSG00000055917"
"1465","STIM1",-0.0747016210056062,6.62406548896733,-0.553120004711311,0.592840804960584,0.660420610031176,-7.32177809019527,"NONE",FALSE,"High","Master Protein","Q13586","Stromal interaction molecule 1 [OS=Homo sapiens]",0,26.397,3,2,2,6,2,685,77.4,6.67,18.12,2,"transport;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi","cytoskeletal activity;other molecular function","Pf07647, Pf16533","6786","E9PQJ4; hsa:6786; Q13586; Q8N382","ENSG00000167323","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers; Ion homeostasis; Elevation of cytosolic Ca2+ levels","CAMKK2 pathway; Affected pathways in Duchenne muscular dystrophy",5,0,103.8,101.9,97.7,111,77.7,101.6,112.9,93.7,86.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S257(100); S575(100)]",0,"ENSG00000167323"
"1466","ILF3",0.0524464629355252,6.6523243514149,0.547526156614178,0.596529300250772,0.664076274221869,-7.32506301244729,"NONE",FALSE,"High","Master Protein","Q12906-7","Isoform 7 of Interleukin enhancer-binding factor 3 [OS=Homo sapiens]",0,46.975,9,3,3,5,3,898,95.7,8.81,20.91,3,NA,NA,NA,NA,NA,"Q12906-7",NA,NA,NA,0,0,89.9,92.8,99.3,102.5,88.8,108.7,114.8,108.4,96.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S62(100); S190(99.4); S482(100)]",0,"ENSG00000129351"
"1467","CAAP1",0.0594617046648382,6.64494447635129,0.544788228069981,0.598339068615496,0.665636918868772,-7.32665939854911,"NONE",FALSE,"High","Master Protein","Q9H8G2","Caspase activity and apoptosis inhibitor 1 [OS=Homo sapiens]",0,23.177,5,1,2,2,1,361,38.3,4.72,6.78,1,"other biological processes",NA,NA,"Pf15335","79886","B4DWT4; D3DRK4; hsa:79886; Q5VY32; Q6IPE6; Q96C59; Q9H8G2","ENSG00000120159",NA,"Acute viral myocarditis",1,0,84.8,81.7,81.6,95.5,97.9,74.8,130.2,124.9,136.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S312(99.6)]",0,"ENSG00000120159"
"1468","DDX17",0.0749772736982948,6.65867234708045,0.540378061739753,0.6012602654148,0.668431030760868,-7.32921498632046,"NONE",FALSE,"High","Master Protein","Q92841","Probable ATP-dependent RNA helicase DDX17 [OS=Homo sapiens]",0,11.974,5,1,1,1,1,729,80.2,8.27,3.67,1,"RNA metabolism OR transcription;other metabolic processes;stress response;signal transduction;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00270, Pf00271","10521","B1AHM0; H3BLZ8; hsa:10521; Q69YT1; Q6ICD6; Q92841","ENSG00000100201","SUMOylation of transcription cofactors","Novel intracellular components of RIG-I-like receptor pathway",2,0,110.4,87.2,77.2,94.2,88.1,108.6,125.5,114.7,105.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S64(100)]",0,"ENSG00000100201"
"1469","RETREG2",0.0730119505252702,6.63669609437269,0.539260780590771,0.602001515243242,0.668799505021763,-7.32985932259924,"NONE",FALSE,"High","Master Protein","Q8NC44","Reticulophagy regulator 2 [OS=Homo sapiens]",0,86.922,13,4,4,9,4,543,57.8,4.45,39.19,4,"cell organization and biogenesis;other metabolic processes","other membranes;ER/Golgi","other molecular function",NA,"79137","hsa:79137; Q6P1P5; Q8NC44; Q9H0K7","ENSG00000144567",NA,NA,0,0,91.9,99.2,89.6,103.4,119.9,88.7,103.9,91.5,118.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T330(99.4); S379(100); S385(100)]",0,"ENSG00000144567"
"1470","FAM171A1",0.0579439211581958,6.62386484381187,0.536593717428854,0.603772888134458,0.670311124786011,-7.33139234435419,"NONE",FALSE,"High","Master Protein","Q5VUB5","Protein FAM171A1 [OS=Homo sapiens]",0,34.461,5,3,3,3,3,890,97.8,6.58,11.02,3,"cell organization and biogenesis;other biological processes","plasma membrane;other membranes",NA,"Pf10577, Pf20771","221061","D3DRT9; hsa:221061; Q32M49; Q5VUB5; Q8N4I0","ENSG00000148468",NA,NA,0,0,99.1,102.6,106.4,113.7,95.8,120.1,97.7,86.6,79.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T448(100); S494(99.4); S849(100)]",0,"ENSG00000148468"
"1471","CCNYL1",-0.0809979036765966,6.61166257549083,-0.535474537292749,0.60451702026416,0.670681017723392,-7.33203351501778,"NONE",FALSE,"High","Master Protein","Q8N7R7","Cyclin-Y-like protein 1 [OS=Homo sapiens]",0,44.126,13,4,4,8,2,359,40.7,6.07,27.08,4,"other biological processes","plasma membrane;other membranes","enzyme regulator activity;other molecular function","Pf00134","151195","hsa:151195; Q6NX60; Q8N7R7","ENSG00000163249",NA,NA,0,2,94.1,97.7,92.5,83.7,94.4,100.8,127.1,89.5,102.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S88(100); S122(99.5); S344(100)]",0,"ENSG00000163249"
"1472","GATAD2B",0.0420006131507318,6.64184209839202,0.530987308660791,0.607505332468084,0.673538520779833,-7.33459155171575,"NONE",FALSE,"High","Master Protein","Q8WXI9","Transcriptional repressor p66-beta [OS=Homo sapiens]",0,71.193,11,4,7,10,4,593,65.2,9.7,35.47,4,"cell organization and biogenesis;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00320, Pf16563","57459","D3DUZ2; hsa:57459; Q5VUR2; Q7LG68; Q8WXI9; Q9ULS0","ENSG00000143614; ENSG00000261992","Potential therapeutics for SARS; Regulation of PTEN gene transcription; HDACs deacetylate histones; RNA Polymerase I Transcription Initiation; ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression; Regulation of TP53 Activity through Acetylation",NA,6,0,99.9,101.8,94.4,109.3,91.1,111.5,99.5,97.4,96.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T120(100); S135(99.4); S334(99.3); S486(100)]",0,"ENSG00000143614"
"1473","PLPP3",0.150528897043696,6.65485688458536,0.52953743415983,0.608472526824031,0.674152860676727,-7.33541374510854,"NONE",FALSE,"High","Master Protein","O14495","Phospholipid phosphatase 3 [OS=Homo sapiens]",0,9.318,4,1,1,1,1,311,35.1,9.14,3.65,1,"cell adhesion;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;ER/Golgi;other cell component","signal transduction activity or receptor binding;other molecular function","Pf01569","8613","B2R651; D3DQ52; hsa:8613; O14495; Q5U0F7; Q96GW0; Q99782","ENSG00000162407","Sphingolipid catabolism","Triacylglyceride synthesis; Sphingolipid metabolism: integrated pathway",3,0,115.1,94,101.2,131.9,59.2,164.6,91.5,103.9,71.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S297(100)]",0,"ENSG00000162407"
"1474","MAD1L1",-0.0796759952961024,6.52494343732522,-0.525458423362214,0.611197858227904,0.6767129610773,-7.33771549061844,"NONE",FALSE,"High","Master Protein","Q9Y6D9","Mitotic spindle assembly checkpoint protein MAD1 [OS=Homo sapiens]",0,7.955,3,1,1,2,1,718,83,5.92,2.6,1,"cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;signal transduction;other biological processes","cytosol;cytoskeleton;nucleus;other cell component","other molecular function","Pf05557","8379","B3KR41; hsa:8379; Q13312; Q75MI0; Q86UM4; Q9UNH0; Q9Y6D9","ENSG00000002822","Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal","Cell cycle; Regulation of sister chromatid separation at the metaphase-anaphase transition; Pleural mesothelioma; CCL18 signaling pathway",10,0,88.4,78.7,115.9,90,106.5,80.1,95.3,87.8,99.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S428(100)]",0,"ENSG00000002822"
"1475","AKAP8L",-0.0525987554580185,6.64927184088494,-0.521427328358402,0.613897342506056,0.678469898077245,-7.33997368965977,"NONE",FALSE,"High","Master Protein","Q9ULX6","A-kinase anchor protein 8-like [OS=Homo sapiens]",0,9.1,2,2,2,3,2,646,71.6,5.05,5.4,2,"cell cycle OR cell proliferation;cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf04988","26993","B4DJ74; B5BU90; hsa:26993; O94792; Q96J58; Q9NRQ0; Q9UGM0; Q9ULX6","ENSG00000011243","Formation of WDR5-containing histone-modifying complexes",NA,1,0,95,88.9,108.6,91.6,110.3,93.6,106.9,103,108.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S283(100)]",0,"ENSG00000011243"
"1476","PPP2R5D",-0.0687663711786888,6.56590506959343,-0.521341036388738,0.613955196036988,0.678469898077245,-7.34002185041824,"NONE",FALSE,"High","Master Protein","Q14738","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform [OS=Homo sapiens]",0,6.71,2,1,2,2,1,602,69.9,8.13,2.07,1,"protein metabolism;other metabolic processes;developmental processes;signal transduction;other biological processes","cytosol;nucleus;other cell component","enzyme regulator activity;other molecular function","Pf01603","5528","A8K3I9; B5BUA6; hsa:5528; O00494; O00696; Q14738; Q15171; Q5TC39","ENSG00000112640","Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; Disassembly of the destruction complex and recruitment of AXIN to the membrane; RAF activation; Beta-catenin phosphorylation cascade; Signaling by GSK3beta mutants; CTNNB1 S33 mutants aren't phosphorylated; CTNNB1 S37 mutants aren't phosphorylated; CTNNB1 S45 mutants aren't phosphorylated; CTNNB1 T41 mutants aren't phosphorylated; APC truncation mutants have impaired AXIN binding; AXIN missense mutants destabilize the destruction complex; Truncations of AMER1 destabilize the destruction complex; Regulation of glycolysis by fructose 2,6-bisphosphate metabolism; Negative regulation of MAPK pathway; Platelet sensitization by LDL; CTLA4 inhibitory signaling; DARPP-32 events; PP2A-mediated dephosphorylation of key metabolic factors; ERKs are inactivated","Focal adhesion: PI3K-Akt-mTOR-signaling pathway; PI3K-Akt signaling pathway; 16p11.2 proximal deletion syndrome; Glycogen synthesis and degradation; Cohesin complex - Cornelia de Lange syndrome",33,0,123.9,111.6,83.9,109.3,98.4,96.8,81.5,82.8,89.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S598(99.4)]",0,"ENSG00000112640"
"1477","MAF1",-0.0722825467946482,6.60622749388305,-0.521226653811375,0.614031886924075,0.678469898077245,-7.34008567733276,"NONE",FALSE,"High","Master Protein","Q9H063","Repressor of RNA polymerase III transcription MAF1 homolog [OS=Homo sapiens]",0,21.848,10,1,2,3,1,256,28.8,4.55,9.05,1,"other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf09174","84232","D3DWL4; hsa:84232; Q9H063","ENSG00000179632","Regulation of PTEN gene transcription",NA,1,0,110.2,99.2,95.8,97.3,98.4,102.2,80.5,91.2,117.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S68(97.7)]",0,"ENSG00000179632"
"1478","STRIP1",-0.0406265116620208,6.6279926526133,-0.520063508116149,0.614812028070027,0.678872279979894,-7.34073397578446,"NONE",FALSE,"High","Master Protein","Q5VSL9","Striatin-interacting protein 1 [OS=Homo sapiens]",0,37.587,2,1,1,6,1,837,95.5,6.29,27.88,1,"cell organization and biogenesis;other biological processes","cytosol;nucleus","other molecular function","Pf07923, Pf11882","85369","hsa:85369; Q0V925; Q5VSL8; Q5VSL9; Q658K2; Q6ZV31; Q8N598; Q96SN2; Q9C0A2","ENSG00000143093",NA,NA,0,0,101.9,102.9,100.2,101.7,89.8,112.5,92.2,93.6,101.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S335(100)]",0,"ENSG00000143093"
"1479","KDM3B",-0.0713392246067457,6.60410904388542,-0.505522944650722,0.62460716804076,0.689221702665666,-7.34872272968904,"NONE",FALSE,"High","Master Protein","Q7LBC6","Lysine-specific demethylase 3B [OS=Homo sapiens]",0,19.377,2,1,3,4,1,1761,191.5,7.18,10.13,1,"cell organization and biogenesis;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf02373","51780","A6H8X7; hsa:51780; Q7LBC6; Q9BVH6; Q9BW93; Q9BZ52; Q9NYF4; Q9UPS0","ENSG00000120733","HDMs demethylate histones","Thermogenesis",2,0,97.2,101.1,89.4,106.5,93.1,81.1,110.9,88,109.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S727(99.2); T729(99.2)]",0,"ENSG00000120733"
"1480","CNP",-0.049145828721092,6.65364263033197,-0.501032211959987,0.627648100354507,0.692109256607132,-7.35114660403814,"NONE",FALSE,"High","Master Protein","P09543","2',3'-cyclic-nucleotide 3'-phosphodiesterase [OS=Homo sapiens]",0,20.683,7,3,4,5,3,421,47.5,9.07,9.58,3,"cell-cell signaling;cell organization and biogenesis;other metabolic processes;transport;developmental processes;other biological processes","non-structural extracellular;other membranes;cytoskeleton;mitochondrion;other cell component","nucleic acid binding activity;other molecular function","Pf05881, Pf13671","1267","hsa:1267; P09543","ENSG00000173786",NA,"Glial cell differentiation; MECP2 and associated Rett syndrome; VEGFA-VEGFR2 signaling; FGFR3 signaling in chondrocyte proliferation and terminal differentiation; Cell lineage map for neuronal differentiation",5,0,90.1,96.3,88.5,97.6,69.9,101.5,122.5,115.7,115.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S22(100); S170(100)]",0,"ENSG00000173786"
"1481","FYN",0.0344970165682872,6.63928303311963,0.498610493907655,0.629291046803086,0.693125422205391,-7.35244520983521,"NONE",FALSE,"High","Master Protein","P06241","Tyrosine-protein kinase Fyn [OS=Homo sapiens]",0,25.705,4,3,4,5,3,537,60.7,6.67,14.15,3,"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","signal transduction activity or receptor binding;enzyme regulator activity;cytoskeletal activity;kinase activity;other molecular function","Pf00017, Pf00018, Pf07714","2534","B5BU57; E1P557; H0UI48; hsa:2534; P06241; Q16248; Q5R3A6; Q5R3A7; Q8N5D7","ENSG00000010810","FCGR activation; Role of LAT2/NTAL/LAB on calcium mobilization; FCGR3A-mediated IL10 synthesis; FCGR3A-mediated phagocytosis; Antigen activates B Cell Receptor (BCR) leading to generation of second messengers; PIP3 activates AKT signaling; Constitutive Signaling by Aberrant PI3K in Cancer; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; Regulation of signaling by CBL; Nephrin family interactions; EPHB-mediated forward signaling; RAF/MAP kinase cascade; GPVI-mediated activation cascade; DAP12 signaling; CD28 dependent PI3K/Akt signaling; VEGFA-VEGFR2 Pathway; Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants; Ephrin signaling; Regulation of KIT signaling; Signaling by ERBB2; CRMPs in Sema3A signaling; EPH-ephrin mediated repulsion of cells; Sema3A PAK dependent Axon repulsion; SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion; EPHA-mediated growth cone collapse; NCAM signaling for neurite out-growth; Signaling by CSF1 (M-CSF) in myeloid cells; Reelin signalling pathway; Platelet Adhesion to exposed collagen; CD209 (DC-SIGN) signaling; CD28 dependent Vav1 pathway; Dectin-2 family; Nef and signal transduction; PECAM1 interactions; CTLA4 inhibitory signaling; FLT3 signaling through SRC family kinases","Integrin-mediated cell adhesion; Leptin signaling pathway; Prolactin signaling pathway; IL-7 signaling pathway; Thymic stromal lymphopoietin (TSLP) signaling pathway; Pathogenic Escherichia coli infection; B cell receptor signaling pathway; Interleukin-11 signaling pathway; Brain-derived neurotrophic factor (BDNF) signaling pathway; Primary focal segmental glomerulosclerosis (FSGS); T cell receptor and co-stimulatory signaling; Ectoderm differentiation; IL-3 signaling pathway; Kit receptor signaling pathway; Focal adhesion; Ectoderm differentiation; T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection; VEGFA-VEGFR2 signaling; Prion disease pathway; Acute viral myocarditis; NRF2-ARE regulation; Fragile X syndrome; Gastrin signaling pathway; Netrin-UNC5B signaling pathway; Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex; IL-2 signaling pathway; 15q13.3 copy number variation syndrome; Congenital generalized lipodystrophy; Network map of SARS-CoV-2 signaling pathway; GDNF signaling; Interferon type I signaling pathways; T-cell receptor signaling pathway",72,0,96.5,96.9,97.2,104.9,99,103.4,102.2,102.4,95.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S21(100); S186(100)]",0,"ENSG00000010810"
